item,used,date
https://en.wikipedia.org/wiki/Rapping,1,2022-05-25
https://en.wikipedia.org/wiki/Modinha,1,2022-05-25
https://en.wikipedia.org/wiki/Gaita_Zuliana,1,2022-05-26
https://en.wikipedia.org/wiki/Palm_wine_music,1,2022-05-26
https://en.wikipedia.org/wiki/Outsider_music,1,2022-05-27
https://en.wikipedia.org/wiki/Pelimanni_music,1,2022-05-27
https://en.wikipedia.org/wiki/Mapouka,1,2022-05-28
https://en.wikipedia.org/wiki/Mozambique_(music),1,2022-05-28
https://en.wikipedia.org/wiki/Maracatu,1,2022-05-29
https://en.wikipedia.org/wiki/Powada,1,2022-05-29
https://en.wikipedia.org/wiki/New_Taiwanese_Song,1,2022-05-30
https://en.wikipedia.org/w/index.php?title=Xylophonecore&action=edit&redlink=1,1,2022-05-30
https://en.wikipedia.org/wiki/Downtempo,1,2022-05-31
https://en.wikipedia.org/wiki/Gamelan_gender_wayang,1,2022-05-31
https://en.wikipedia.org/wiki/Ricercar,1,2022-06-01
https://en.wikipedia.org/wiki/New_wave_of_new_wave,1,2022-06-01
https://en.wikipedia.org/wiki/Ars_antiqua,1,2022-06-02
https://en.wikipedia.org/wiki/Uplifting_trance,1,2022-06-02
https://en.wikipedia.org/wiki/Minneapolis_sound,1,2022-06-03
https://en.wikipedia.org/wiki/Thrashcore,1,2022-06-03
https://en.wikipedia.org/wiki/Incidental_music,1,2022-06-04
https://en.wikipedia.org/wiki/Ballet_(music),1,2022-06-04
https://en.wikipedia.org/wiki/Ringbang,1,2022-06-05
https://en.wikipedia.org/wiki/Arabesque_(Turkish_music),1,2022-06-05
https://en.wikipedia.org/wiki/Western_blues,1,2022-06-06
https://en.wikipedia.org/wiki/Suite_(music),1,2022-06-06
https://en.wikipedia.org/wiki/Dub_techno,1,2022-06-07
https://en.wikipedia.org/wiki/Detroit_techno,1,2022-06-07
https://en.wikipedia.org/wiki/Christian_rock,1,2022-06-08
https://en.wikipedia.org/wiki/Industrial_metal,1,2022-06-08
https://en.wikipedia.org/wiki/J%C3%B9j%C3%BA_music,1,2022-06-09
https://en.wikipedia.org/wiki/Canon_(music),1,2022-06-09
https://en.wikipedia.org/wiki/Soukous,1,2022-06-10
https://en.wikipedia.org/wiki/Funan%C3%A1,1,2022-06-10
https://en.wikipedia.org/wiki/Mejoranera,1,2022-06-11
https://en.wikipedia.org/wiki/Pagan_metal,1,2022-06-11
https://en.wikipedia.org/wiki/Chap_hop,1,2022-06-12
https://en.wikipedia.org/wiki/Ramvong,1,2022-06-12
https://en.wikipedia.org/wiki/Afrobeats,1,2022-06-13
https://en.wikipedia.org/wiki/House_music,1,2022-06-13
https://en.wikipedia.org/wiki/Electro_swing,1,2022-06-14
https://en.wikipedia.org/wiki/Shango,1,2022-06-14
https://en.wikipedia.org/wiki/Unblack_metal,1,2022-06-15
https://en.wikipedia.org/wiki/Speed_metal,1,2022-06-16
https://en.wikipedia.org/wiki/Kuduro,1,2022-06-16
https://en.wikipedia.org/wiki/Acid_house,1,2022-06-17
https://en.wikipedia.org/wiki/Dark_ambient,1,2022-06-17
https://en.wikipedia.org/wiki/Visual_Kei,1,2022-06-18
https://en.wikipedia.org/wiki/Christian_hardcore,1,2022-06-18
https://en.wikipedia.org/wiki/Xenomania,1,2022-06-19
https://en.wikipedia.org/wiki/Bluegrass_music,1,2022-06-19
https://en.wikipedia.org/wiki/Melodic_metalcore,1,2022-06-20
https://en.wikipedia.org/wiki/Work_song,1,2022-06-20
https://en.wikipedia.org/wiki/Trival,1,2022-06-21
https://en.wikipedia.org/wiki/Power_electronics_(music),1,2022-06-21
https://en.wikipedia.org/wiki/Dolewave,1,2022-06-22
https://en.wikipedia.org/wiki/Chamarrita,1,2022-06-22
https://en.wikipedia.org/wiki/Tin_Pan_Alley,1,2022-06-23
https://en.wikipedia.org/wiki/Heavy_metal_music,1,2022-06-23
https://en.wikipedia.org/wiki/Madrigal,1,2022-06-24
https://en.wikipedia.org/wiki/Carol_(music),1,2022-06-24
https://en.wikipedia.org/wiki/Chastushka,1,2022-06-25
https://en.wikipedia.org/wiki/Nakasi,1,2022-06-25
https://en.wikipedia.org/wiki/Chang%C3%BC%C3%AD,1,2022-06-26
https://en.wikipedia.org/wiki/Raga_rock,1,2022-06-26
https://en.wikipedia.org/wiki/Slowcore,1,2022-06-27
https://en.wikipedia.org/wiki/Adult_contemporary_music,1,2022-06-27
https://en.wikipedia.org/wiki/British_rhythm_and_blues,1,2022-06-28
https://en.wikipedia.org/wiki/Villanella,1,2022-06-28
https://en.wikipedia.org/wiki/Spiritual_(music),1,2022-06-29
https://en.wikipedia.org/wiki/Zydeco,1,2022-06-29
https://en.wikipedia.org/wiki/Power_noise,1,2022-06-30
https://en.wikipedia.org/wiki/Karaoke,1,2022-06-30
https://en.wikipedia.org/wiki/Rock_music,1,2022-07-01
https://en.wikipedia.org/wiki/Latin_metal,1,2022-07-01
https://en.wikipedia.org/wiki/Dappan_koothu,1,2022-07-02
https://en.wikipedia.org/wiki/Noise_pop,1,2022-07-02
https://en.wikipedia.org/wiki/Hardcore_punk,1,2022-07-03
https://en.wikipedia.org/wiki/Music_for_the_Requiem_Mass,1,2022-07-03
https://en.wikipedia.org/wiki/Ranchera,1,2022-07-04
https://en.wikipedia.org/wiki/Southern_hip_hop,1,2022-07-04
https://en.wikipedia.org/wiki/West_Coast_jazz,1,2022-07-05
https://en.wikipedia.org/wiki/English_folk_music,1,2022-07-05
https://en.wikipedia.org/wiki/Son_cubano,1,2022-07-06
https://en.wikipedia.org/wiki/Mathcore,1,2022-07-06
https://en.wikipedia.org/wiki/Eremwu_eu,1,2022-07-07
https://en.wikipedia.org/wiki/2-step_garage,0,
https://en.wikipedia.org/wiki/20th-century_classical_music,0,
https://en.wikipedia.org/wiki/4-beat,0,
https://en.wikipedia.org/wiki/A_cappella,0,
https://en.wikipedia.org/wiki/Absolute_music,0,
https://en.wikipedia.org/wiki/Acid_jazz,0,
https://en.wikipedia.org/wiki/Acid_rock,0,
https://en.wikipedia.org/wiki/Acid_techno,0,
https://en.wikipedia.org/wiki/Acid_trance,0,
https://en.wikipedia.org/wiki/Acousmatic_music,0,
https://en.wikipedia.org/wiki/Acoustic_music,0,
https://en.wikipedia.org/wiki/African-American_music,0,
https://en.wikipedia.org/wiki/African_heavy_metal,0,
https://en.wikipedia.org/wiki/African_hip_hop,0,
https://en.wikipedia.org/wiki/Afrobeat,0,
https://en.wikipedia.org/wiki/Afro-Cuban_jazz,0,
https://en.wikipedia.org/wiki/Afroswing,0,
https://en.wikipedia.org/wiki/African_popular_music,0,
https://en.wikipedia.org/wiki/Aguinaldo_(music),0,
https://en.wikipedia.org/wiki/Aleatoric_music,0,
https://en.wikipedia.org/wiki/Alternative_country,0,
https://en.wikipedia.org/wiki/Alternative_dance,0,
https://en.wikipedia.org/wiki/Alternative_hip_hop,0,
https://en.wikipedia.org/wiki/Alternative_metal,0,
https://en.wikipedia.org/wiki/Alternative_R%26B,0,
https://en.wikipedia.org/wiki/Alternative_reggaeton,0,
https://en.wikipedia.org/wiki/Alternative_rock,0,
https://en.wikipedia.org/wiki/Ambient_music,0,
https://en.wikipedia.org/wiki/Ambient_house,0,
https://en.wikipedia.org/wiki/Ambient_pop,0,
https://en.wikipedia.org/wiki/Ambient_techno,0,
https://en.wikipedia.org/wiki/Ambrosian_chant,0,
https://en.wikipedia.org/wiki/American_folk_music,0,
https://en.wikipedia.org/wiki/American_folk-music_revival,0,
https://en.wikipedia.org/wiki/Americana_(music),0,
https://en.wikipedia.org/wiki/Anarcho-punk,0,
https://en.wikipedia.org/wiki/Ancient_music,0,
https://en.wikipedia.org/wiki/Anglican_chant,0,
https://en.wikipedia.org/wiki/Rock_music_in_Turkey,0,
https://en.wikipedia.org/wiki/Anti-folk,0,
https://en.wikipedia.org/wiki/Apala,0,
https://en.wikipedia.org/wiki/Appalachian_music,0,
https://en.wikipedia.org/wiki/Arabic_pop_music,0,
https://en.wikipedia.org/wiki/Arena_rock,0,
https://en.wikipedia.org/wiki/Argentine_rock,0,
https://en.wikipedia.org/wiki/Armenian_chant,0,
https://en.wikipedia.org/wiki/Ars_nova,0,
https://en.wikipedia.org/wiki/Ars_subtilior,0,
https://en.wikipedia.org/wiki/Art_pop,0,
https://en.wikipedia.org/wiki/Art_punk,0,
https://en.wikipedia.org/wiki/Art_rock,0,
https://en.wikipedia.org/wiki/Ashik,0,
https://en.wikipedia.org/wiki/Assyrian_folk/pop_music,0,
https://en.wikipedia.org/wiki/Australian_country_music,0,
https://en.wikipedia.org/wiki/Australian_hip_hop,0,
https://en.wikipedia.org/wiki/Avant-funk,0,
https://en.wikipedia.org/wiki/Avant-garde_music,0,
https://en.wikipedia.org/wiki/Avant-garde_jazz,0,
https://en.wikipedia.org/wiki/Avant-garde_metal,0,
https://en.wikipedia.org/wiki/Avant-pop,0,
https://en.wikipedia.org/wiki/Avant-prog,0,
https://en.wikipedia.org/wiki/Avant-punk,0,
https://en.wikipedia.org/wiki/Ax%C3%A9_(music),0,
https://en.wikipedia.org/wiki/Azonto,0,
https://en.wikipedia.org/wiki/Bachata_(music),0,
https://en.wikipedia.org/wiki/Baggy,0,
https://en.wikipedia.org/wiki/Bai%C3%A3o_(music),0,
https://en.wikipedia.org/wiki/Bakersfield_sound,0,
https://en.wikipedia.org/wiki/Baila,0,
https://en.wikipedia.org/wiki/Baisha_xiyue,0,
https://en.wikipedia.org/wiki/Bajourou,0,
https://en.wikipedia.org/wiki/Bal-musette,0,
https://en.wikipedia.org/wiki/Balakadri,0,
https://en.wikipedia.org/wiki/Gamelan,0,
https://en.wikipedia.org/wiki/Balearic_beat,0,
https://en.wikipedia.org/wiki/Balkan_brass,0,
https://en.wikipedia.org/wiki/Ballad,0,
https://en.wikipedia.org/wiki/Ballata,0,
https://en.wikipedia.org/wiki/Baltimore_club,0,
https://en.wikipedia.org/wiki/Bambuco,0,
https://en.wikipedia.org/wiki/Banda_music,0,
https://en.wikipedia.org/wiki/Bangsawan,0,
https://en.wikipedia.org/wiki/Bantowbol,0,
https://en.wikipedia.org/wiki/Barbershop_music,0,
https://en.wikipedia.org/wiki/Barcarolle,0,
https://en.wikipedia.org/wiki/Bard_(Soviet_Union),0,
https://en.wikipedia.org/wiki/Barn_dance,0,
https://en.wikipedia.org/wiki/Baroque_music,0,
https://en.wikipedia.org/wiki/Baroque_pop,0,
https://en.wikipedia.org/wiki/Barynya,0,
https://en.wikipedia.org/wiki/Bassline_(music_genre),0,
https://en.wikipedia.org/wiki/Bat%C3%A1-rumba,0,
https://en.wikipedia.org/wiki/Batucada,0,
https://en.wikipedia.org/wiki/Baul,0,
https://en.wikipedia.org/wiki/Beach_music,0,
https://en.wikipedia.org/wiki/Beat_music,0,
https://en.wikipedia.org/wiki/Beatboxing,0,
https://en.wikipedia.org/wiki/Beatlesque,0,
https://en.wikipedia.org/wiki/Beautiful_music,0,
